"Name"	"Count"	"Path"	"Length"	"LastWriteTime"
"עמוד-77.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-77.css"	"388"	"04/07/2026 23:49:54"
"עמוד-77.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-77.css"	"263"	"04/07/2026 23:49:54"
"עמוד-77.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-77.css"	"263"	"04/07/2026 23:49:54"
"עמוד-77.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-77.css"	"263"	"04/07/2026 23:49:54"
"עמוד-77.css"	"6"	"styles/pages/עמוד-77.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-78.css"	"6"	"docs/styles/pages/עמוד-78.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-78.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-78.css"	"388"	"04/07/2026 23:49:54"
"עמוד-78.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-78.css"	"263"	"04/07/2026 23:49:54"
"עמוד-78.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-78.css"	"263"	"04/07/2026 23:49:54"
"עמוד-78.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-78.css"	"263"	"04/07/2026 23:49:54"
"עמוד-78.css"	"6"	"styles/pages/עמוד-78.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-79.css"	"6"	"docs/styles/pages/עמוד-79.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-79.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-79.css"	"388"	"04/07/2026 23:49:54"
"עמוד-79.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-79.css"	"263"	"04/07/2026 23:49:54"
"עמוד-79.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-79.css"	"263"	"04/07/2026 23:49:54"
"עמוד-79.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-79.css"	"263"	"04/07/2026 23:49:54"
"עמוד-79.css"	"6"	"styles/pages/עמוד-79.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-64.css"	"6"	"docs/styles/pages/עמוד-64.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-64.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-64.css"	"388"	"04/07/2026 23:49:54"
"עמוד-64.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-64.css"	"263"	"04/07/2026 23:49:54"
"עמוד-64.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-64.css"	"263"	"04/07/2026 23:49:54"
"עמוד-64.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-64.css"	"263"	"04/07/2026 23:49:54"
"עמוד-64.css"	"6"	"styles/pages/עמוד-64.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-88.css"	"6"	"docs/styles/pages/עמוד-88.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-88.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-88.css"	"388"	"04/07/2026 23:49:54"
"עמוד-88.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-88.css"	"263"	"04/07/2026 23:49:54"
"עמוד-88.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-88.css"	"263"	"04/07/2026 23:49:54"
"עמוד-88.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-88.css"	"263"	"04/07/2026 23:49:54"
"עמוד-88.css"	"6"	"styles/pages/עמוד-88.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-63.css"	"6"	"docs/styles/pages/עמוד-63.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-63.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-63.css"	"388"	"04/07/2026 23:49:54"
